language	iso_code	gloss	global_id	local_id	transcription	cognate_class	notes
U-Soy Mahalla 1	uzb	big	1202	big	katta	C	Origin: Turkic
U-Soy Mahalla 1	uzb	wide	1243	wide	kʲɪŋ	A	Origin: Turkic
U-Soy Mahalla 1	uzb	thick	1244	thick	jɔɣɔn	A	Origin: Turkic
U-Soy Mahalla 2	uzb	one	1493	one	bər	A	Origin: Turkic
U-Soy Mahalla 2	uzb	two	1498	two	ikkʲe	A	Origin: Turkic
U-Soy Mahalla 2	uzb	three	492	three	yʧ	A	Origin: Turkic
U-Soy Mahalla 2	uzb	four	1500	four	tør	A	Origin: Turkic
U-Soy Mahalla 2	uzb	five	493	five	bʲeʃ	A	Origin: Turkic
U-Soy Mahalla 2	uzb	big	1202	big	katta	C	Origin: Turkic
U-Soy Mahalla 2	uzb	long	1203	long	uzɔq	A	Origin: Turkic
U-Soy Mahalla 2	uzb	wide	1243	wide	kʲeŋ	A	Origin: Turkic
U-Soy Mahalla 2	uzb	thick	1244	thick	sʲeməz̥	B	Origin: Turkic
U-Soy Mahalla 3	uzb	one	1493	one	bər	A	Origin: Turkic
U-Soy Mahalla 3	uzb	two	1498	two	ikkʲe	A	Origin: Turkic
U-Soy Mahalla 3	uzb	three	492	three	yʧ	A	Origin: Turkic
U-Soy Mahalla 3	uzb	four	1500	four	tørt	A	Origin: Turkic
U-Soy Mahalla 3	uzb	five	493	five	bʲeʃ	A	Origin: Turkic
U-Soy Mahalla 3	uzb	big	1202	big	katta	C	Origin: Turkic
U-Soy Mahalla 3	uzb	long	1203	long	uzaq	A	Origin: Turkic
U-Soy Mahalla 3	uzb	wide	1243	wide	kʲeŋ	A	Origin: Turkic
U-Soy Mahalla 3	uzb	thick	1244	thick	sʲemɨz̥	B	Origin: Turkic
U-Urtoqqishloq 1	uzb	one	1493	one	bɪr	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	two	1498	two	ikkʲe	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	three	492	three	ʉʧ	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	four	1500	four	tʉrt	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	five	493	five	bʲeʃ	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	big	1202	big	katta	C	Origin: Turkic
U-Urtoqqishloq 1	uzb	long	1203	long	uzɔqtan	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	wide	1243	wide	kʲeŋ	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	thick	1244	thick	sʲemɪz̥	B	Origin: Turkic
U-Urtoqqishloq 2	uzb	one	1493	one	bɪr	A	Origin: Turkic
U-Urtoqqishloq 2	uzb	two	1498	two	ikta	A	Origin: Turkic
U-Urtoqqishloq 2	uzb	three	492	three	uʃta	B	Origin: Turkic
U-Urtoqqishloq 2	uzb	four	1500	four	tʉrta	B	Origin: Turkic
U-Urtoqqishloq 2	uzb	five	493	five	bʲeʃta	B	Origin: Turkic
U-Urtoqqishloq 2	uzb	big	1202	big	katta	C	Origin: Turkic
U-Urtoqqishloq 2	uzb	long	1203	long	uzɒq	A	Origin: Turkic
U-Urtoqqishloq 2	uzb	wide	1243	wide	kʲeŋ	A	Origin: Turkic
U-Urtoqqishloq 2	uzb	thick	1244	thick	jʉɣɔn	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	one	1493	one	bɪr	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	two	1498	two	ikkʲe	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	three	492	three	ʉʧ	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	four	1500	four	tʉrt	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	five	493	five	bɪs	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	big	1202	big	katta	C	Origin: Turkic
U-Urtoqqishloq 3	uzb	long	1203	long	uzɔq	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	wide	1243	wide	kʲɛn	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	thick	1244	thick	sʲemɪz̥	B	Origin: Turkic
U-Urtoqqishloq 4	uzb	one	1493	one	bɪr	A	Origin: Turkic
U-Urtoqqishloq 4	uzb	two	1498	two	ikkʲɪ	A	Origin: Turkic
U-Urtoqqishloq 4	uzb	three	492	three	ʉʧ	A	Origin: Turkic
U-Urtoqqishloq 4	uzb	four	1500	four	tʉrt	A	Origin: Turkic
U-Urtoqqishloq 4	uzb	five	493	five	bɪs	A	Origin: Turkic
U-Urtoqqishloq 4	uzb	big	1202	big	katta	C	Origin: Turkic
U-Urtoqqishloq 4	uzb	long	1203	long	uzaq	A	Origin: Turkic
U-Urtoqqishloq 4	uzb	wide	1243	wide	kɪŋ	A	Origin: Turkic
U-Urtoqqishloq 4	uzb	thick	1244	thick	sʲemɪz̥	B	Origin: Turkic
U-Zarmanak 3	uzb	one	1493	one	bɪr	A	Origin: Turkic
U-Zarmanak 3	uzb	two	1498	two	ikki	A	Origin: Turkic
U-Zarmanak 3	uzb	three	492	three	uʧ	A	Origin: Turkic
U-Zarmanak 3	uzb	four	1500	four	tʉrt	A	Origin: Turkic
U-Zarmanak 3	uzb	five	493	five	bʲɪʃ	A	Origin: Turkic
U-Zarmanak 3	uzb	big	1202	big	qapta	C	Origin: Turkic
U-Zarmanak 3	uzb	long	1203	long	uzɔq	A	Origin: Turkic
U-Zarmanak 3	uzb	wide	1243	wide	kʲeŋə	A	Origin: Turkic
U-Zarmanak 3	uzb	thick	1244	thick	semiz̥	B	Origin: Turkic
U-Zarmanak 4	uzb	one	1493	one	bər	A	Origin: Turkic
U-Zarmanak 4	uzb	two	1498	two	ikkʲe	A	Origin: Turkic
U-Zarmanak 4	uzb	three	492	three	uʧ	A	Origin: Turkic
U-Zarmanak 4	uzb	four	1500	four	tʉrt	A	Origin: Turkic
U-Zarmanak 4	uzb	five	493	five	bɪʃ	A	Origin: Turkic
U-Zarmanak 4	uzb	big	1202	big	qapta	C	Origin: Turkic
U-Zarmanak 4	uzb	long	1203	long	uzɔq	A	Origin: Turkic
U-Zarmanak 4	uzb	wide	1243	wide	kiŋ	A	Origin: Turkic
U-Zarmanak 4	uzb	thick	1244	thick	qalən	C	Origin: Turkic
T-Agalyk	tgk	one	1493	one	jak	B	Origin: Iranian
T-Agalyk	tgk	two	1498	two	du	B	Origin: Iranian
T-Agalyk	tgk	three	492	three	sʲɛ	C	Origin: Iranian
T-Agalyk	tgk	four	1500	four	ʧahɔr	C	Origin: Iranian
T-Agalyk	tgk	five	493	five	panʤ	C	Origin: Iranian
T-Agalyk	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Agalyk	tgk	long	1203	long	mudat	H	Origin: Iranian
T-Agalyk	tgk	wide	1243	wide	pahan	M	Origin: Iranian
T-Agalyk	tgk	thick	1244	thick	ɣasp	H	Origin: Iranian
T-Kamangaron 1	tgk	one	1493	one	jak	B	Origin: Iranian
T-Kamangaron 1	tgk	two	1498	two	du	B	Origin: Iranian
T-Kamangaron 1	tgk	three	492	three	se	C	Origin: Iranian
T-Kamangaron 1	tgk	four	1500	four	ʧɔr	C	Origin: Iranian
T-Kamangaron 1	tgk	five	493	five	panʒ	C	Origin: Iranian
T-Kamangaron 1	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Kamangaron 1	tgk	long	1203	long	dur	I	Origin: Iranian
T-Kamangaron 1	tgk	wide	1243	wide	vasʲe	N	Origin: Iranian
T-Kamangaron 1	tgk	thick	1244	thick	ɣasp	H	Origin: Iranian
T-Kamangaron 2	tgk	one	1493	one	jak	B	Origin: Iranian
T-Kamangaron 2	tgk	two	1498	two	du	B	Origin: Iranian
T-Kamangaron 2	tgk	three	492	three	se	C	Origin: Iranian
T-Kamangaron 2	tgk	four	1500	four	ʧɔr	C	Origin: Iranian
T-Kamangaron 2	tgk	five	493	five	panʒ	C	Origin: Iranian
T-Kamangaron 2	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Kamangaron 2	tgk	long	1203	long	dur	I	Origin: Iranian
T-Kamangaron 2	tgk	wide	1243	wide	vasʲe	N	Origin: Iranian
T-Kamangaron 2	tgk	thick	1244	thick	ɣasp	H	Origin: Iranian
T-Kamangaron 3	tgk	one	1493	one	jakta	C	Origin: Iranian
T-Kamangaron 3	tgk	two	1498	two	duttə	C	Origin: Iranian
T-Kamangaron 3	tgk	three	492	three	setta	D	Origin: Iranian
T-Kamangaron 3	tgk	four	1500	four	ʧɔrta	D	Origin: Iranian
T-Kamangaron 3	tgk	five	493	five	panʒta	D	Origin: Iranian
T-Kamangaron 3	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Kamangaron 3	tgk	long	1203	long	dur	I	Origin: Iranian
T-Kamangaron 3	tgk	wide	1243	wide	vasʲe	N	Origin: Iranian
T-Kamangaron 3	tgk	thick	1244	thick	ɣasp	H	Origin: Iranian
T-Kamangaron 4	tgk	one	1493	one	jak	B	Origin: Iranian
T-Kamangaron 4	tgk	two	1498	two	dʊ	B	Origin: Iranian
T-Kamangaron 4	tgk	three	492	three	sʲe	C	Origin: Iranian
T-Kamangaron 4	tgk	four	1500	four	ʧɔr	C	Origin: Iranian
T-Kamangaron 4	tgk	five	493	five	panʒ	C	Origin: Iranian
T-Kamangaron 4	tgk	big	1202	big	kalɔ̴̃n	D	Origin: Iranian
T-Kamangaron 4	tgk	long	1203	long	darɔxt	J	Origin: Iranian
T-Kamangaron 4	tgk	wide	1243	wide	vasʲe	N	Origin: Iranian
T-Kamangaron 4	tgk	thick	1244	thick	ɣaft	H	Origin: Iranian
T-Kaptarhona 1	tgk	one	1493	one	jak	B	Origin: Iranian
T-Kaptarhona 1	tgk	two	1498	two	dø	B	Origin: Iranian
T-Kaptarhona 1	tgk	three	492	three	se	C	Origin: Iranian
T-Kaptarhona 1	tgk	four	1500	four	ʧɔːr	C	Origin: Iranian
T-Kaptarhona 1	tgk	five	493	five	panʤ	C	Origin: Iranian
T-Kaptarhona 1	tgk	big	1202	big	katta	C	Origin: Turkic
T-Kaptarhona 1	tgk	long	1203	long	dərɔz	J	Origin: Iranian
T-Kaptarhona 1	tgk	wide	1243	wide	kʃɔt	O	Origin: Iranian
T-Kaptarhona 1	tgk	thick	1244	thick	ɣaus	H	Origin: Iranian
T-Kaptarhona 2	tgk	one	1493	one	jak	B	Origin: Iranian
T-Kaptarhona 2	tgk	two	1498	two	dʊ	B	Origin: Iranian
T-Kaptarhona 2	tgk	three	492	three	sɛ	C	Origin: Iranian
T-Kaptarhona 2	tgk	four	1500	four	ʧahɔr	C	Origin: Iranian
T-Kaptarhona 2	tgk	five	493	five	panʒ	C	Origin: Iranian
T-Kaptarhona 2	tgk	big	1202	big	katta	C	Origin: Turkic
T-Kaptarhona 2	tgk	long	1203	long	dur	I	Origin: Iranian
T-Kaptarhona 2	tgk	wide	1243	wide	kuʃɔt	O	Origin: Iranian
T-Kaptarhona 2	tgk	thick	1244	thick	farbi	K	Origin: Iranian
T-Kaptarhona 3	tgk	one	1493	one	jak	B	Origin: Iranian
T-Kaptarhona 3	tgk	two	1498	two	dø	B	Origin: Iranian
T-Kaptarhona 3	tgk	three	492	three	se	C	Origin: Iranian
T-Kaptarhona 3	tgk	four	1500	four	ʧɔr	C	Origin: Iranian
T-Kaptarhona 3	tgk	five	493	five	panʒ	C	Origin: Iranian
T-Kaptarhona 3	tgk	big	1202	big	katta	C	Origin: Turkic
T-Kaptarhona 3	tgk	long	1203	long	dur	I	Origin: Iranian
T-Kaptarhona 3	tgk	wide	1243	wide	kʃɔt	O	Origin: Iranian
T-Kaptarhona 3	tgk	thick	1244	thick	farbi	K	Origin: Iranian
T-Kaptarhona 4	tgk	one	1493	one	jak	B	Origin: Iranian
T-Kaptarhona 4	tgk	two	1498	two	dø	B	Origin: Iranian
T-Kaptarhona 4	tgk	three	492	three	sʲe	C	Origin: Iranian
T-Kaptarhona 4	tgk	four	1500	four	ʧɔr	C	Origin: Iranian
T-Kaptarhona 4	tgk	five	493	five	panʒ	C	Origin: Iranian
T-Kaptarhona 4	tgk	big	1202	big	katta	C	Origin: Turkic
T-Kaptarhona 4	tgk	long	1203	long	dur	I	Origin: Iranian
T-Kaptarhona 4	tgk	wide	1243	wide	kʃɔt	O	Origin: Iranian
T-Kaptarhona 4	tgk	thick	1244	thick	ɣaus	H	Origin: Iranian
T-Kaptarhona 5	tgk	one	1493	one	jak	B	Origin: Iranian
T-Kaptarhona 5	tgk	two	1498	two	dø	B	Origin: Iranian
T-Kaptarhona 5	tgk	three	492	three	sʲɛ	C	Origin: Iranian
T-Kaptarhona 5	tgk	four	1500	four	ʧɔr	C	Origin: Iranian
T-Kaptarhona 5	tgk	five	493	five	panʒ	C	Origin: Iranian
T-Kaptarhona 5	tgk	big	1202	big	katta	C	Origin: Turkic
T-Kaptarhona 5	tgk	long	1203	long	dur	I	Origin: Iranian
T-Kaptarhona 5	tgk	wide	1243	wide	kʃɔt	O	Origin: Iranian
T-Kaptarhona 5	tgk	thick	1244	thick	farbi	K	Origin: Iranian
T-Navdî 1	tgk	one	1493	one	jak	B	Origin: Iranian
T-Navdî 1	tgk	two	1498	two	du	B	Origin: Iranian
T-Navdî 1	tgk	three	492	three	se	C	Origin: Iranian
T-Navdî 1	tgk	four	1500	four	ʧɔr	C	Origin: Iranian
T-Navdî 1	tgk	five	493	five	panʤ˳	C	Origin: Iranian
T-Navdî 1	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Navdî 1	tgk	long	1203	long	darɔz	J	Origin: Iranian
T-Navdî 1	tgk	wide	1243	wide	ɣafs	P	Origin: Iranian
T-Navdî 1	tgk	thick	1244	thick	farbe	K	Origin: Iranian
T-Navdî 2	tgk	one	1493	one	jaktə	C	Origin: Iranian
T-Navdî 2	tgk	two	1498	two	dutɐ	C	Origin: Iranian
T-Navdî 2	tgk	three	492	three	sʲetɐ	D	Origin: Iranian
T-Navdî 2	tgk	four	1500	four	ʧɔrtə	D	Origin: Iranian
T-Navdî 2	tgk	five	493	five	panʃtɐ	D	Origin: Iranian
T-Navdî 2	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Navdî 2	tgk	long	1203	long	bisjɔr	K	Origin: Iranian
T-Navdî 2	tgk	wide	1243	wide	pahn	M	Origin: Iranian
T-Navdî 2	tgk	thick	1244	thick	ɣafs	H	Origin: Iranian
T-Navdî 3	tgk	one	1493	one	jaktɐ	C	Origin: Iranian
T-Navdî 3	tgk	two	1498	two	dʉtɐ	C	Origin: Iranian
T-Navdî 3	tgk	three	492	three	sʲetɐ	D	Origin: Iranian
T-Navdî 3	tgk	four	1500	four	ʧɔrtɐ	D	Origin: Iranian
T-Navdî 3	tgk	five	493	five	panʃtɐ	D	Origin: Iranian
T-Navdî 3	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Navdî 3	tgk	long	1203	long	darɔz	J	Origin: Iranian
T-Navdî 3	tgk	wide	1243	wide	pahan	M	Origin: Iranian
T-Navdî 3	tgk	thick	1244	thick	ɣafs	H	Origin: Iranian
T-Nimich 1	tgk	one	1493	one	jak	B	Origin: Iranian
T-Nimich 1	tgk	two	1498	two	dʊ	B	Origin: Iranian
T-Nimich 1	tgk	three	492	three	se	C	Origin: Iranian
T-Nimich 1	tgk	four	1500	four	ʧɔr	C	Origin: Iranian
T-Nimich 1	tgk	five	493	five	panʒ	C	Origin: Iranian
T-Nimich 1	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Nimich 1	tgk	long	1203	long	bisjɔr	K	Origin: Iranian
T-Nimich 1	tgk	wide	1243	wide	kalɔn	Q	Origin: Iranian
T-Nimich 1	tgk	thick	1244	thick	ɣafs	H	Origin: Iranian
T-Nimich 2	tgk	one	1493	one	jak	B	Origin: Iranian
T-Nimich 2	tgk	two	1498	two	du	B	Origin: Iranian
T-Nimich 2	tgk	three	492	three	se	C	Origin: Iranian
T-Nimich 2	tgk	four	1500	four	ʧohɔr	D	Origin: Iranian
T-Nimich 2	tgk	five	493	five	panʒ	C	Origin: Iranian
T-Nimich 2	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Nimich 2	tgk	long	1203	long	bisjɔr	K	Origin: Iranian
T-Nimich 2	tgk	wide	1243	wide	kuʃoda	R	Origin: Iranian
T-Nimich 2	tgk	thick	1244	thick	ɣafs	H	Origin: Iranian
T-Nimich 3	tgk	one	1493	one	jak	B	Origin: Iranian
T-Nimich 3	tgk	two	1498	two	dʊ	B	Origin: Iranian
T-Nimich 3	tgk	three	492	three	se	C	Origin: Iranian
T-Nimich 3	tgk	four	1500	four	ʧɔhɔr	D	Origin: Iranian
T-Nimich 3	tgk	five	493	five	panʒ	C	Origin: Iranian
T-Nimich 3	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Nimich 3	tgk	long	1203	long	darɔz̥	J	Origin: Iranian
T-Nimich 3	tgk	wide	1243	wide	kalɔn	Q	Origin: Iranian
T-Nimich 3	tgk	thick	1244	thick	farbe	K	Origin: Iranian
T-Nimich 4	tgk	one	1493	one	jak	B	Origin: Iranian
T-Nimich 4	tgk	two	1498	two	də	B	Origin: Iranian
T-Nimich 4	tgk	three	492	three	se	C	Origin: Iranian
T-Nimich 4	tgk	four	1500	four	ʧɔr	C	Origin: Iranian
T-Nimich 4	tgk	five	493	five	panʒ	C	Origin: Iranian
T-Nimich 4	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Nimich 4	tgk	long	1203	long	darɔz̥	J	Origin: Iranian
T-Nimich 4	tgk	wide	1243	wide	pahn	M	Origin: Iranian
T-Nimich 4	tgk	thick	1244	thick	ɣafs	H	Origin: Iranian
T-Novmetan 1	tgk	one	1493	one	jakta	C	Origin: Iranian
T-Novmetan 1	tgk	two	1498	two	dutta	C	Origin: Iranian
T-Novmetan 1	tgk	three	492	three	sʲeta	D	Origin: Iranian
T-Novmetan 1	tgk	four	1500	four	ʧɔrta	D	Origin: Iranian
T-Novmetan 1	tgk	five	493	five	panʲʒta	D	Origin: Iranian
T-Novmetan 1	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Novmetan 1	tgk	long	1203	long	mʉl	L	Origin: Iranian
T-Novmetan 1	tgk	wide	1243	wide	darɔz	ʃ	Origin: Iranian
T-Novmetan 1	tgk	thick	1244	thick	ɣaɣs	H	Origin: Iranian
T-Novmetan 2	tgk	one	1493	one	jak	B	Origin: Iranian
T-Novmetan 2	tgk	two	1498	two	du	B	Origin: Iranian
T-Novmetan 2	tgk	three	492	three	se	C	Origin: Iranian
T-Novmetan 2	tgk	four	1500	four	ʧɔr	C	Origin: Iranian
T-Novmetan 2	tgk	five	493	five	panʒ	C	Origin: Iranian
T-Novmetan 2	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Novmetan 2	tgk	long	1203	long	mʉlvaxt	L	Origin: Iranian
T-Novmetan 2	tgk	wide	1243	wide	vasi	N	Origin: Iranian
T-Novmetan 2	tgk	thick	1244	thick	ɣaus	H	Origin: Iranian
T-Nûshor 1	tgk	one	1493	one	jak	B	Origin: Iranian
T-Nûshor 1	tgk	two	1498	two	dø	B	Origin: Iranian
T-Nûshor 1	tgk	three	492	three	se	C	Origin: Iranian
T-Nûshor 1	tgk	four	1500	four	ʧɔr	C	Origin: Iranian
T-Nûshor 1	tgk	five	493	five	panʒ	C	Origin: Iranian
T-Nûshor 1	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Nûshor 1	tgk	long	1203	long	darɔz	J	Origin: Iranian
T-Nûshor 1	tgk	wide	1243	wide	kuʃɔd	O	Origin: Iranian
T-Nûshor 1	tgk	thick	1244	thick	ɣaβs	H	Origin: Iranian
T-Nûshor 2	tgk	one	1493	one	jak	B	Origin: Iranian
T-Nûshor 2	tgk	two	1498	two	du	B	Origin: Iranian
T-Nûshor 2	tgk	three	492	three	se	C	Origin: Iranian
T-Nûshor 2	tgk	four	1500	four	ʧɔr	C	Origin: Iranian
T-Nûshor 2	tgk	five	493	five	panʒ	C	Origin: Iranian
T-Nûshor 2	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Nûshor 2	tgk	long	1203	long	bisjɔr	K	Origin: Iranian
T-Nûshor 2	tgk	wide	1243	wide	pahn	M	Origin: Iranian
T-Nûshor 2	tgk	thick	1244	thick	farbe	K	Origin: Iranian
T-Nûshor 3	tgk	one	1493	one	jak	B	Origin: Iranian
T-Nûshor 3	tgk	two	1498	two	dø	B	Origin: Iranian
T-Nûshor 3	tgk	three	492	three	se	C	Origin: Iranian
T-Nûshor 3	tgk	four	1500	four	ʧɔr	C	Origin: Iranian
T-Nûshor 3	tgk	five	493	five	panʒ˳	C	Origin: Iranian
T-Nûshor 3	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Nûshor 3	tgk	long	1203	long	drɔz	J	Origin: Iranian
T-Nûshor 3	tgk	wide	1243	wide	kʃɔt	O	Origin: Iranian
T-Nûshor 3	tgk	thick	1244	thick	ɣaws	H	Origin: Iranian
T-Rishtan 1	tgk	one	1493	one	jak	B	Origin: Iranian
T-Rishtan 1	tgk	two	1498	two	dø	B	Origin: Iranian
T-Rishtan 1	tgk	three	492	three	sʲe	C	Origin: Iranian
T-Rishtan 1	tgk	four	1500	four	ʧɔr	C	Origin: Iranian
T-Rishtan 1	tgk	five	493	five	panʒ	C	Origin: Iranian
T-Rishtan 1	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Rishtan 1	tgk	long	1203	long	dur	I	Origin: Iranian
T-Rishtan 1	tgk	wide	1243	wide	farɔq	T	Origin: Iranian
T-Rishtan 1	tgk	thick	1244	thick	farbʲe	K	Origin: Iranian
T-Rishtan 2	tgk	one	1493	one	jak	B	Origin: Iranian
T-Rishtan 2	tgk	two	1498	two	du	B	Origin: Iranian
T-Rishtan 2	tgk	three	492	three	se	C	Origin: Iranian
T-Rishtan 2	tgk	four	1500	four	ʧɔr	C	Origin: Iranian
T-Rishtan 2	tgk	five	493	five	panʒ	C	Origin: Iranian
T-Rishtan 2	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Rishtan 2	tgk	wide	1243	wide	farɔq	T	Origin: Iranian
T-Rishtan 2	tgk	thick	1244	thick	ɣaβs	H	Origin: Iranian
T-Rishtan 3	tgk	one	1493	one	jaktə	C	Origin: Iranian
T-Rishtan 3	tgk	two	1498	two	dyttə	C	Origin: Iranian
T-Rishtan 3	tgk	three	492	three	sʲeta	D	Origin: Iranian
T-Rishtan 3	tgk	four	1500	four	ʧɔrta	D	Origin: Iranian
T-Rishtan 3	tgk	five	493	five	panʃta	D	Origin: Iranian
T-Rishtan 3	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Rishtan 3	tgk	long	1203	long	dur	I	Origin: Iranian
T-Rishtan 3	tgk	wide	1243	wide	vasʲe	N	Origin: Iranian
T-Rishtan 3	tgk	thick	1244	thick	ɣaws	H	Origin: Iranian
T-Shink 1	tgk	one	1493	one	jak	B	Origin: Iranian
T-Shink 1	tgk	two	1498	two	døː	B	Origin: Iranian
T-Shink 1	tgk	three	492	three	seː	C	Origin: Iranian
T-Shink 1	tgk	four	1500	four	ʧɔr	C	Origin: Iranian
T-Shink 1	tgk	five	493	five	panʒ	C	Origin: Iranian
T-Shink 1	tgk	big	1202	big	bisjɔr	E	Origin: Iranian
T-Shink 1	tgk	long	1203	long	bisjɔr	K	Origin: Iranian
T-Shink 1	tgk	wide	1243	wide	kʃɔt	O	Origin: Iranian
T-Shink 1	tgk	thick	1244	thick	ɣaws	H	Origin: Iranian
T-Shink 2	tgk	one	1493	one	jakta	C	Origin: Iranian
T-Shink 2	tgk	two	1498	two	døtta	C	Origin: Iranian
T-Shink 2	tgk	three	492	three	seˑta	D	Origin: Iranian
T-Shink 2	tgk	four	1500	four	ʧɔrta	D	Origin: Iranian
T-Shink 2	tgk	five	493	five	panʒta	D	Origin: Iranian
T-Shink 2	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Shink 2	tgk	long	1203	long	dur	I	Origin: Iranian
T-Shink 2	tgk	wide	1243	wide	vase	N	Origin: Iranian
T-Shink 2	tgk	thick	1244	thick	ɣafs	H	Origin: Iranian
T-Shink 3	tgk	one	1493	one	jak	B	Origin: Iranian
T-Shink 3	tgk	two	1498	two	døː	B	Origin: Iranian
T-Shink 3	tgk	three	492	three	sʲeː	C	Origin: Iranian
T-Shink 3	tgk	four	1500	four	ʧɔˑr	C	Origin: Iranian
T-Shink 3	tgk	five	493	five	panʒ	C	Origin: Iranian
T-Shink 3	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Shink 3	tgk	long	1203	long	dur	I	Origin: Iranian
T-Shink 3	tgk	wide	1243	wide	vasʲe	N	Origin: Iranian
T-Shink 3	tgk	thick	1244	thick	ɣafs	H	Origin: Iranian
T-Urmetan 1	tgk	one	1493	one	jak	B	Origin: Iranian
T-Urmetan 1	tgk	two	1498	two	du	B	Origin: Iranian
T-Urmetan 1	tgk	three	492	three	se	C	Origin: Iranian
T-Urmetan 1	tgk	four	1500	four	ʧɔr	C	Origin: Iranian
T-Urmetan 1	tgk	five	493	five	panʒ	C	Origin: Iranian
T-Urmetan 1	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Urmetan 1	tgk	long	1203	long	darɔz̥	J	Origin: Iranian
T-Urmetan 1	tgk	wide	1243	wide	vase	E	Origin: Iranian
T-Urmetan 1	tgk	thick	1244	thick	ɣafs	H	Origin: Iranian
T-Urmetan 2	tgk	one	1493	one	jak	B	Origin: Iranian
T-Urmetan 2	tgk	two	1498	two	du	B	Origin: Iranian
T-Urmetan 2	tgk	three	492	three	se	C	Origin: Iranian
T-Urmetan 2	tgk	four	1500	four	ʧɔr	C	Origin: Iranian
T-Urmetan 2	tgk	five	493	five	panʒ	C	Origin: Iranian
T-Urmetan 2	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Urmetan 2	tgk	wide	1243	wide	vase	E	Origin: Iranian
T-Urmetan 2	tgk	thick	1244	thick	ɣafs	H	Origin: Iranian
T-Urmetan 3	tgk	one	1493	one	jaktɒ	C	Origin: Iranian
T-Urmetan 3	tgk	two	1498	two	døttɒ	C	Origin: Iranian
T-Urmetan 3	tgk	three	492	three	seta	D	Origin: Iranian
T-Urmetan 3	tgk	four	1500	four	ʧɔr	C	Origin: Iranian
T-Urmetan 3	tgk	five	493	five	panʒ	C	Origin: Iranian
T-Urmetan 3	tgk	big	1202	big	kalɔn	D	Origin: Iranian
T-Urmetan 3	tgk	long	1203	long	davɔmnɔk	O	Origin: Iranian
T-Urmetan 3	tgk	wide	1243	wide	vase	E	Origin: Iranian
T-Urmetan 3	tgk	thick	1244	thick	ɣafs	H	Origin: Iranian
T-Urmetan 4	tgk	one	1493	one	jak	B	Origin: Iranian
T-Urmetan 4	tgk	two	1498	two	dyː	B	Origin: Iranian
T-Urmetan 4	tgk	three	492	three	se	C	Origin: Iranian
T-Urmetan 4	tgk	four	1500	four	ʧɔr	C	Origin: Iranian
T-Urmetan 4	tgk	five	493	five	panʒ	C	Origin: Iranian
T-Urmetan 4	tgk	big	1202	big	bisjɔr	E	Origin: Iranian
T-Urmetan 4	tgk	long	1203	long	bisjɔr	K	Origin: Iranian
T-Urmetan 4	tgk	thick	1244	thick	ɣafs	H	Origin: Iranian
T-Zarmanak 1	tgk	one	1493	one	jakta	C	Origin: Iranian
T-Zarmanak 1	tgk	two	1498	two	duttɐ	C	Origin: Iranian
T-Zarmanak 1	tgk	three	492	three	sʲeta	D	Origin: Iranian
T-Zarmanak 1	tgk	four	1500	four	ʧɔrta	D	Origin: Iranian
T-Zarmanak 1	tgk	five	493	five	panʧ	C	Origin: Iranian
T-Zarmanak 1	tgk	big	1202	big	kalɔn	D	Origin: Iranian
